语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-1116,服务周到 分量 很足 环境 不错 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID116,0.0,70,210.0,0.0007061623198039195,餐饮评论-1116 服务周到 分量 很足 环境 不错 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1274,还好 性价比 高 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID274,0.0,70,210.0,0.0007061623198039195,餐饮评论-1274 还好 性价比 高 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1780,好超 抵 鸡腿 堡个 建议 单人 使用,优乐堡（开发区店）,2019,ID780,0.0,70,210.0,0.0007061623198039195,餐饮评论-1780 好超 抵 鸡腿 堡个 建议 单人 使用,特色餐饮
餐饮评论-1776,不错 价格便宜 餐厅 吼吼 下次 还会来 超抵 鸡腿 堡个 建议 单人 使用,优乐堡（开发区店）,2019,ID776,0.0,70,210.0,0.0007061623198039195,餐饮评论-1776 不错 价格便宜 餐厅 吼吼 下次 还会来 超抵 鸡腿 堡个 建议 单人 使用,特色餐饮
餐饮评论-2020,不错 经常 吃 价格 实惠 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID1020,0.0,70,210.0,0.0007061623198039195,餐饮评论-2020 不错 经常 吃 价格 实惠 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1682,味道 不错 已经 回头 好多遍 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID682,0.0,70,210.0,0.0007061623198039195,餐饮评论-1682 味道 不错 已经 回头 好多遍 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1612,上菜 慢死 差不多 二十分钟 左右 超抵 鸡腿 堡个 建议 单人 使用,优乐堡（开发区店）,2018,ID612,0.0,70,210.0,0.0007061623198039195,餐饮评论-1612 上菜 慢死 差不多 二十分钟 左右 超抵 鸡腿 堡个 建议 单人 使用,特色餐饮
餐饮评论-1613,知道 多久 慢死 心烦 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID613,0.0,70,210.0,0.0007061623198039195,餐饮评论-1613 知道 多久 慢死 心烦 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1353,台风 天 闺蜜 一起 吃 不错 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID353,0.0,70,210.0,0.0007061623198039195,餐饮评论-1353 台风 天 闺蜜 一起 吃 不错 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1885,口味 环境 服务 等位 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID885,0.0,70,210.0,0.0007061623198039195,餐饮评论-1885 口味 环境 服务 等位 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1819,还好 全家福 套餐 建议 使用,优乐堡（开发区店）,2019,ID819,0.0,70,210.0,0.0007061623198039195,餐饮评论-1819 还好 全家福 套餐 建议 使用,特色餐饮
餐饮评论-1705,薯条 没 番茄酱 严重 影响 口感 超值 汉堡 单人 餐 提供 免费,优乐堡（开发区店）,2018,ID705,0.0,70,210.0,0.0007061623198039195,餐饮评论-1705 薯条 没 番茄酱 严重 影响 口感 超值 汉堡 单人 餐 提供 免费,特色餐饮
餐饮评论-1595,难吃 死 味道 太差 嗷嗷 嗷嗷 嗷嗷 嗷嗷 嗷 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID595,0.0,70,210.0,0.0007061623198039195,餐饮评论-1595 难吃 死 味道 太差 嗷嗷 嗷嗷 嗷嗷 嗷嗷 嗷 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1594,味道好 环境 不错 服务周到 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID594,0.0,70,210.0,0.0007061623198039195,餐饮评论-1594 味道好 环境 不错 服务周到 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-2073,口味 服务 等位 环境 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID1073,0.0,70,210.0,0.0007061623198039195,餐饮评论-2073 口味 服务 等位 环境 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1884,口味 环境 服务 等位 好超 抵 鸡腿 堡个 建议 单人 使用,优乐堡（开发区店）,2019,ID884,0.0,70,210.0,0.0007061623198039195,餐饮评论-1884 口味 环境 服务 等位 好超 抵 鸡腿 堡个 建议 单人 使用,特色餐饮
餐饮评论-2036,果汁 白水 掺 好喝 还好 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID1036,0.0,70,210.0,0.0007061623198039195,餐饮评论-2036 果汁 白水 掺 好喝 还好 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1849,开 空调 油烟 很大 总 一句 环境 真的 差差 差 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID849,0.0,70,210.0,0.0007061623198039195,餐饮评论-1849 开 空调 油烟 很大 总 一句 环境 真的 差差 差 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1328,价格 实惠 上菜 时间 人员 可能 位置 问题 环境 等位 服务 超值 汉堡 单人 餐 提供 免费,优乐堡（开发区店）,2018,ID328,-0.027777777777777776,70,209.94444444444446,0.0007059755043754,餐饮评论-1328 价格 实惠 上菜 时间 人员 可能 位置 问题 环境 等位 服务 超值 汉堡 单人 餐 提供 免费,特色餐饮
餐饮评论-1175,小孩 说 不要 冰非 加得 多多 冰去 换 倒冰 可乐 半杯 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID175,-0.03333333333333333,70,209.93333333333334,0.000705938141289696,餐饮评论-1175 小孩 说 不要 冰非 加得 多多 冰去 换 倒冰 可乐 半杯 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1848,态度 差出 餐慢 忽略 一万 字 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID848,-0.03571428571428571,70,209.92857142857142,0.00070592212853868,餐饮评论-1848 态度 差出 餐慢 忽略 一万 字 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1214,态度 第一次 态度 不好 会 大打折扣 超抵 鸡腿 堡个 建议 单人 使用,优乐堡（开发区店）,2018,ID214,-0.043478260869565216,70,209.91304347826087,0.0007058699130462367,餐饮评论-1214 态度 第一次 态度 不好 会 大打折扣 超抵 鸡腿 堡个 建议 单人 使用,特色餐饮
餐饮评论-1994,买 不够 热 口感 不太好 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID994,-0.05263157894736842,70,209.89473684210526,0.0007058083537288298,餐饮评论-1994 买 不够 热 口感 不太好 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1911,店家 服务 备注 要求 做到 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2019,ID911,-0.05263157894736842,70,209.89473684210526,0.0007058083537288298,餐饮评论-1911 店家 服务 备注 要求 做到 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-1610,服务员 态度 上菜 好慢 不耐烦 感觉 汉堡 鸡腿 套餐 建议 单人 使用,优乐堡（开发区店）,2018,ID610,-0.08695652173913043,70,209.82608695652175,0.000705577506288554,餐饮评论-1610 服务员 态度 上菜 好慢 不耐烦 感觉 汉堡 鸡腿 套餐 建议 单人 使用,特色餐饮
餐饮评论-2028,好吃 环境 舒服 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1028,0.2727272727272727,65,195.54545454545453,0.000657556341947286,餐饮评论-2028 好吃 环境 舒服 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1725,高州 算 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID725,0.23529411764705882,65,195.47058823529412,0.0006573045906746287,餐饮评论-1725 高州 算 单人 套餐 提供 免费,特色餐饮
餐饮评论-1783,不错 性价比 高 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID783,0.23076923076923078,65,195.46153846153845,0.0006572741592021096,餐饮评论-1783 不错 性价比 高 单人 套餐 提供 免费,特色餐饮
餐饮评论-1820,不错 价钱 合适 便宜 实惠 值得 推荐 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID820,0.2222222222222222,65,195.44444444444446,0.000657216677531796,餐饮评论-1820 不错 价钱 合适 便宜 实惠 值得 推荐 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1560,刀 拍 青瓜 放豉 真的 受不了 口感 明显 破坏 猪扒 比较 老面 单人 扒餐 提供 免费,相聚时光（光明店）,2018,ID560,0.20588235294117646,65,195.41176470588235,0.000657106786103255,餐饮评论-1560 刀 拍 青瓜 放豉 真的 受不了 口感 明显 破坏 猪扒 比较 老面 单人 扒餐 提供 免费,特色餐饮
餐饮评论-2010,非常 满意 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID1010,0.16666666666666666,65,195.33333333333334,0.0006568430466747569,餐饮评论-2010 非常 满意 单人 套餐 提供 免费,特色餐饮
餐饮评论-2004,环境优美 适合 姐妹 聚餐 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1004,0.15384615384615385,65,195.30769230769232,0.0006567568241692864,餐饮评论-2004 环境优美 适合 姐妹 聚餐 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1997,非常 超级 无敌 非常 好吃 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID997,0.15,65,195.3,0.0006567309574176452,餐饮评论-1997 非常 超级 无敌 非常 好吃 单人 套餐 提供 免费,特色餐饮
餐饮评论-1841,比较 实惠 推荐 购买 上菜 速度 很快 满意 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID841,0.125,65,195.25,0.0006565628235319775,餐饮评论-1841 比较 实惠 推荐 购买 上菜 速度 很快 满意 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1947,非常 好吃 价格 比较 实 恵 环境 比较 服务员 热情 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID947,0.125,65,195.25,0.0006565628235319775,餐饮评论-1947 非常 好吃 价格 比较 实 恵 环境 比较 服务员 热情 单人 扒餐 提供 免费,特色餐饮
餐饮评论-2023,口味 环境 舒服 服务周到 等位 快 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1023,0.12,65,195.24,0.0006565291967548441,餐饮评论-2023 口味 环境 舒服 服务周到 等位 快 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1955,不错 位置 好找 不错 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID955,0.11764705882352941,65,195.23529411764707,0.0006565133723891341,餐饮评论-1955 不错 位置 好找 不错 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1808,一般般 还好 环境 不错 下次 机会 消费 喜欢 环境 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID808,0.11538461538461539,65,195.23076923076923,0.0006564981566528746,餐饮评论-1808 一般般 还好 环境 不错 下次 机会 消费 喜欢 环境 单人 套餐 提供 免费,特色餐饮
餐饮评论-1736,鱼香茄子 咸吃 喝 好多 水 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID736,0.1111111111111111,65,195.22222222222223,0.0006564694158177178,餐饮评论-1736 鱼香茄子 咸吃 喝 好多 水 单人 套餐 提供 免费,特色餐饮
餐饮评论-1468,尊敬 老师 您好 雷 声响 大雨 断了线 珠子 不断 地往 下落 倾盆大雨 下个 不停 房檐 上流 下来 雨水 街道 汇集 成 一条条 小溪 大雨 疯狂 从天而降 黑沉沉 天 崩塌 下来 特 请假 一天 恳请 批准 谢谢 年月日 单人 扒餐 提供 免费,相聚时光（光明店）,2018,ID468,0.1111111111111111,65,195.22222222222223,0.0006564694158177178,餐饮评论-1468 尊敬 老师 您好 雷 声响 大雨 断了线 珠子 不断 地往 下落 倾盆大雨 下个 不停 房檐 上流 下来 雨水 街道 汇集 成 一条条 小溪 大雨 疯狂 从天而降 黑沉沉 天 崩塌 下来 特 请假 一天 恳请 批准 谢谢 年月日 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1697,好吃 上菜 很快 还点 一份 椒盐 鱿鱼 须 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID697,0.1111111111111111,65,195.22222222222223,0.0006564694158177178,餐饮评论-1697 好吃 上菜 很快 还点 一份 椒盐 鱿鱼 须 单人 套餐 提供 免费,特色餐饮
餐饮评论-2043,环境优美 服务态度 饭菜 好吃 强烈推荐 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID1043,0.1111111111111111,65,195.22222222222223,0.0006564694158177178,餐饮评论-2043 环境优美 服务态度 饭菜 好吃 强烈推荐 单人 套餐 提供 免费,特色餐饮
餐饮评论-1827,味道 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID827,0.1,65,195.2,0.0006563946896463099,餐饮评论-1827 味道 单人 套餐 提供 免费,特色餐饮
餐饮评论-1533,挺 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID533,0.1,65,195.2,0.0006563946896463099,餐饮评论-1533 挺 单人 套餐 提供 免费,特色餐饮
餐饮评论-1720,价钱 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID720,0.09090909090909091,65,195.1818181818182,0.0006563335500515217,餐饮评论-1720 价钱 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1998,非常 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID998,0.09090909090909091,65,195.1818181818182,0.0006563335500515217,餐饮评论-1998 非常 单人 套餐 提供 免费,特色餐饮
餐饮评论-1566,儿子 吃 说 好吃 环境 不错 有点旧 单人 扒餐 提供 免费,相聚时光（光明店）,2018,ID566,0.09090909090909091,65,195.1818181818182,0.0006563335500515217,餐饮评论-1566 儿子 吃 说 好吃 环境 不错 有点旧 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1915,单人 套餐 提供 免费,相聚时光（光明店）,2019,ID915,0.09090909090909091,65,195.1818181818182,0.0006563335500515217,餐饮评论-1915 单人 套餐 提供 免费,特色餐饮
餐饮评论-2025,五星 好评 非常 不错 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1025,0.07692307692307693,65,195.15384615384616,0.000656239489136463,餐饮评论-2025 五星 好评 非常 不错 单人 扒餐 提供 免费,特色餐饮
餐饮评论-2092,茶好 好喝 点心 好吃 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID1092,0.07142857142857142,65,195.14285714285714,0.0006562025366341184,餐饮评论-2092 茶好 好喝 点心 好吃 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-2138,美团 扒 餐好 划算 味道 不错 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1138,0.06666666666666667,65,195.13333333333333,0.0006561705111320865,餐饮评论-2138 美团 扒 餐好 划算 味道 不错 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1651,口味 挺 鸡 酥脆 鸡肉 卷 不错 可乐 鸡翅 环境 安静 整洁 服务 小姐姐 感人 哈哈哈 等位 人流量 位置 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID651,0.06451612903225806,65,195.1290322580645,0.0006561560480021365,餐饮评论-1651 口味 挺 鸡 酥脆 鸡肉 卷 不错 可乐 鸡翅 环境 安静 整洁 服务 小姐姐 感人 哈哈哈 等位 人流量 位置 单人 套餐 提供 免费,特色餐饮
餐饮评论-1842,鸡肉 不太 新鲜 老 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID842,0.05555555555555555,65,195.11111111111111,0.0006560957849606787,餐饮评论-1842 鸡肉 不太 新鲜 老 单人 套餐 提供 免费,特色餐饮
餐饮评论-2091,环境 不错 上菜 快 味道 不错 份量 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1091,0.05263157894736842,65,195.10526315789474,0.0006560761201787293,餐饮评论-2091 环境 不错 上菜 快 味道 不错 份量 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1534,卖相 环境 服务 味道 行 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID534,0.047619047619047616,65,195.0952380952381,0.0006560424091239588,餐饮评论-1534 卖相 环境 服务 味道 行 单人 套餐 提供 免费,特色餐饮
餐饮评论-1932,行 饮品 不错 喜欢 吃 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID932,0.045454545454545456,65,195.0909090909091,0.0006560278520775807,餐饮评论-1932 行 饮品 不错 喜欢 吃 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1538,多次 真是 地方 单人 扒餐 提供 免费,相聚时光（光明店）,2018,ID538,0.045454545454545456,65,195.0909090909091,0.0006560278520775807,餐饮评论-1538 多次 真是 地方 单人 扒餐 提供 免费,特色餐饮
餐饮评论-2003,非常 好好 环境 不错 每次 高州 必 打卡 地方 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1003,0.041666666666666664,65,195.08333333333334,0.0006560023772464189,餐饮评论-2003 非常 好好 环境 不错 每次 高州 必 打卡 地方 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1996,服务态度 环境 味道 一直 不错 菜色 丰富 挺 感觉 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID996,0.037037037037037035,65,195.07407407407408,0.0006559712413416656,餐饮评论-1996 服务态度 环境 味道 一直 不错 菜色 丰富 挺 感觉 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1729,不错 口味 番茄 牛肉 快餐 甜 番茄 放 多糖 不好吃 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID729,0.03571428571428571,65,195.07142857142858,0.0006559623453688791,餐饮评论-1729 不错 口味 番茄 牛肉 快餐 甜 番茄 放 多糖 不好吃 单人 扒餐 提供 免费,特色餐饮
餐饮评论-2090,上菜 很快 美团 区别对待 环境 儿子 喜欢 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID1090,0.034482758620689655,65,195.06896551724137,0.0006559540629114569,餐饮评论-2090 上菜 很快 美团 区别对待 环境 儿子 喜欢 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1930,第一次 来点 三个 套餐 不错 挺 差不多 半个 小时 菜单 人扒餐 提供 免费,相聚时光（光明店）,2019,ID930,0.03225806451612903,65,195.06451612903226,0.0006559391010528881,餐饮评论-1930 第一次 来点 三个 套餐 不错 挺 差不多 半个 小时 菜单 人扒餐 提供 免费,特色餐饮
餐饮评论-1717,其实 东西 蛮 好吃 那杯 港式 奶茶 冻 热 换回来 热 弄 一点 不好吃 一点 不太好 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID717,0.0,65,195.0,0.0006557221541036395,餐饮评论-1717 其实 东西 蛮 好吃 那杯 港式 奶茶 冻 热 换回来 热 弄 一点 不好吃 一点 不太好 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1772,味道好 难吃 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID772,0.0,65,195.0,0.0006557221541036395,餐饮评论-1772 味道好 难吃 元 代金券 张可 叠加,特色餐饮
餐饮评论-2177,太 难吃 反正 越做越 差 味道 以前 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID1177,0.0,65,195.0,0.0006557221541036395,餐饮评论-2177 太 难吃 反正 越做越 差 味道 以前 单人 套餐 提供 免费,特色餐饮
餐饮评论-1937,分量 少 点 味道 凉拌 青瓜 没什么 味道 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID937,0.0,65,195.0,0.0006557221541036395,餐饮评论-1937 分量 少 点 味道 凉拌 青瓜 没什么 味道 元 代金券 张可 叠加,特色餐饮
餐饮评论-1792,服务态度 个个 脸 臭臭 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID792,0.0,65,195.0,0.0006557221541036395,餐饮评论-1792 服务态度 个个 脸 臭臭 元 代金券 张可 叠加,特色餐饮
餐饮评论-1573,比上不足 比下有余 元 代金券 张可 叠加,相聚时光（光明店）,2018,ID573,0.0,65,195.0,0.0006557221541036395,餐饮评论-1573 比上不足 比下有余 元 代金券 张可 叠加,特色餐饮
餐饮评论-1522,上菜 有点 慢小贵元 代金券 张可 叠加,相聚时光（光明店）,2018,ID522,0.0,65,195.0,0.0006557221541036395,餐饮评论-1522 上菜 有点 慢小贵元 代金券 张可 叠加,特色餐饮
餐饮评论-2082,不错 味道 很帅 红红火火 恍恍惚惚 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID1082,0.0,65,195.0,0.0006557221541036395,餐饮评论-2082 不错 味道 很帅 红红火火 恍恍惚惚 元 代金券 张可 叠加,特色餐饮
餐饮评论-1518,味道 太 海鲜 腥 少元 代金券 张可 叠加,相聚时光（光明店）,2018,ID518,0.0,65,195.0,0.0006557221541036395,餐饮评论-1518 味道 太 海鲜 腥 少元 代金券 张可 叠加,特色餐饮
餐饮评论-2038,服务 不行 次 服务员 没来 点菜 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID1038,0.0,65,195.0,0.0006557221541036395,餐饮评论-2038 服务 不行 次 服务员 没来 点菜 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1761,舍友 一次 好像 越来越 不好吃 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID761,0.0,65,195.0,0.0006557221541036395,餐饮评论-1761 舍友 一次 好像 越来越 不好吃 元 代金券 张可 叠加,特色餐饮
餐饮评论-1896,服务 不错 环境 口味 有点 门前 停车位 少 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID896,0.0,65,195.0,0.0006557221541036395,餐饮评论-1896 服务 不错 环境 口味 有点 门前 停车位 少 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1834,觉得 不错 是因为 高州 真的 没有 性价比 高得 饮食店 脏乱差 店 环境 稍微 一点 价格比 大城市 贵 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID834,0.0,65,195.0,0.0006557221541036395,餐饮评论-1834 觉得 不错 是因为 高州 真的 没有 性价比 高得 饮食店 脏乱差 店 环境 稍微 一点 价格比 大城市 贵 单人 套餐 提供 免费,特色餐饮
餐饮评论-1489,环境 挺 服务 挺 太急 没 听 说完 菜式 走 没关系 下次 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID489,0.0,65,195.0,0.0006557221541036395,餐饮评论-1489 环境 挺 服务 挺 太急 没 听 说完 菜式 走 没关系 下次 单人 套餐 提供 免费,特色餐饮
餐饮评论-2019,服务态度 异常 恶劣 服务员 服务态度 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID1019,0.0,65,195.0,0.0006557221541036395,餐饮评论-2019 服务态度 异常 恶劣 服务员 服务态度 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1624,味道 上次 吃 差 远 失望 厨师 菜 盐都 放汤 里面 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID624,0.0,65,195.0,0.0006557221541036395,餐饮评论-1624 味道 上次 吃 差 远 失望 厨师 菜 盐都 放汤 里面 单人 套餐 提供 免费,特色餐饮
餐饮评论-2017,服务态度 超级 差 注明 前台 收银 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID1017,0.0,65,195.0,0.0006557221541036395,餐饮评论-2017 服务态度 超级 差 注明 前台 收银 元 代金券 张可 叠加,特色餐饮
餐饮评论-2005,好好 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID1005,0.0,65,195.0,0.0006557221541036395,餐饮评论-2005 好好 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1826,不错 不错 服务周到 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2019,ID826,0.0,65,195.0,0.0006557221541036395,餐饮评论-1826 不错 不错 服务周到 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1830,消费 一个半 小时 没上 严重 投诉 店铺 上菜 速度 后面 退钱 处理 希望 店家 改善 应退 双倍 赔偿 客人 损失 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID830,0.0,65,195.0,0.0006557221541036395,餐饮评论-1830 消费 一个半 小时 没上 严重 投诉 店铺 上菜 速度 后面 退钱 处理 希望 店家 改善 应退 双倍 赔偿 客人 损失 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1881,东西 偏贵 分量 少 单人 套餐 提供 免费,相聚时光（光明店）,2019,ID881,0.0,65,195.0,0.0006557221541036395,餐饮评论-1881 东西 偏贵 分量 少 单人 套餐 提供 免费,特色餐饮
餐饮评论-1675,老公 吃 不错 环境 行 双人 下午茶 套餐 高州 店,相聚时光（光明店）,2018,ID675,0.0,65,195.0,0.0006557221541036395,餐饮评论-1675 老公 吃 不错 环境 行 双人 下午茶 套餐 高州 店,特色餐饮
餐饮评论-1470,唯一 不好 本来 刚 消费 完出 小票 话 下次 消费 送 小吃 逛 一圈 阵 回来 再次 消费 话 刚才 消费 送 小吃 巨地 话 下次 隔日 无语 想 说 没 注明 话 隔日 麽 之前 同一 日 中午 消费 晚上 味道 环境 不错 说真的 昨 口味 天 感觉 真是 好像 坑人 感觉 美团 多点 双人 套餐 选择 经常 吃 扒 觉得 扒 意粉 量 太少 单人 套餐 提供 免费,相聚时光（光明店）,2018,ID470,-0.015151515151515152,65,194.96969696969697,0.0006556202547789925,餐饮评论-1470 唯一 不好 本来 刚 消费 完出 小票 话 下次 消费 送 小吃 逛 一圈 阵 回来 再次 消费 话 刚才 消费 送 小吃 巨地 话 下次 隔日 无语 想 说 没 注明 话 隔日 麽 之前 同一 日 中午 消费 晚上 味道 环境 不错 说真的 昨 口味 天 感觉 真是 好像 坑人 感觉 美团 多点 双人 套餐 选择 经常 吃 扒 觉得 扒 意粉 量 太少 单人 套餐 提供 免费,特色餐饮
餐饮评论-1864,口味 不错 黑椒 汁 味道 欠佳 环境 舒适 服务 等位 不用 等位 没有 车位 比较 麻烦 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID864,-0.027777777777777776,65,194.94444444444446,0.00065553533867512,餐饮评论-1864 口味 不错 黑椒 汁 味道 欠佳 环境 舒适 服务 等位 不用 等位 没有 车位 比较 麻烦 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1907,美团 不满意 点 一份 鸡排 套餐 坐 几分钟 连水 没 刀 拍 青瓜 简直 酱油 拌 青瓜 无语 最惨 后面 竟然 一份 异味 鸡排 影响 经理 换 一份 吃 完 之后 竟然 拉肚子 知道 厨师 竟然 范 错 希望 不会 出现 第二次 单人 扒餐 提供 免费,相聚时光（光明店）,2019,ID907,-0.03260869565217391,65,194.93478260869566,0.0006555028490353775,餐饮评论-1907 美团 不满意 点 一份 鸡排 套餐 坐 几分钟 连水 没 刀 拍 青瓜 简直 酱油 拌 青瓜 无语 最惨 后面 竟然 一份 异味 鸡排 影响 经理 换 一份 吃 完 之后 竟然 拉肚子 知道 厨师 竟然 范 错 希望 不会 出现 第二次 单人 扒餐 提供 免费,特色餐饮
餐饮评论-1853,态度 差菜量 特别 少 干净 干净 东西 不换 处理 服务员 不理 无语 以后 不来 服务员 上帝 供 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID853,-0.038461538461538464,65,194.92307692307693,0.0006554634865872279,餐饮评论-1853 态度 差菜量 特别 少 干净 干净 东西 不换 处理 服务员 不理 无语 以后 不来 服务员 上帝 供 元 代金券 张可 叠加,特色餐饮
餐饮评论-1854,服务态度 简直 无语 上帝 差评 菜 少 干净 元 代金券 张可 叠加,相聚时光（光明店）,2019,ID854,-0.038461538461538464,65,194.92307692307693,0.0006554634865872279,餐饮评论-1854 服务态度 简直 无语 上帝 差评 菜 少 干净 元 代金券 张可 叠加,特色餐饮
