语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-7125,口味 不错 服务 国庆 抽奖 活动 超值 人餐 包间 免费,椒王火锅（电白店）,2021,ID6125,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-7125 口味 不错 服务 国庆 抽奖 活动 超值 人餐 包间 免费,特色餐饮
餐饮评论-6430,环境 口味 个人感觉 不错 套餐 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5430,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-6430 环境 口味 个人感觉 不错 套餐 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-5378,好吃 送 饮料 现 烤羊肉 乌苏 套餐 建议 使用,草原郎烤羊,2021,ID4378,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-5378 好吃 送 饮料 现 烤羊肉 乌苏 套餐 建议 使用,特色餐饮
餐饮评论-3932,黑 毛肚 千层 肚椒家 冻豆腐 牛黄 喉牛 蹄筋 椒 家鲜 黑 毛肚 老油条 椒 家 面筋 红糖 糍粑 湖南 炸豆皮 德国 小麦 啤酒 平菇 鲜打 惊喜 爆浆 虾丸 澳洲 精品 肥牛 选择 菜品 真的 好多 好吃 很爽 喜欢 吃火锅 完美 推荐 吃 味道 真的 不错 元 代金券 张可 叠加,椒王火锅（电白店）,2021,ID2932,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-3932 黑 毛肚 千层 肚椒家 冻豆腐 牛黄 喉牛 蹄筋 椒 家鲜 黑 毛肚 老油条 椒 家 面筋 红糖 糍粑 湖南 炸豆皮 德国 小麦 啤酒 平菇 鲜打 惊喜 爆浆 虾丸 澳洲 精品 肥牛 选择 菜品 真的 好多 好吃 很爽 喜欢 吃火锅 完美 推荐 吃 味道 真的 不错 元 代金券 张可 叠加,特色餐饮
餐饮评论-4116,菜品 味道好 服务 下次 还会 过来 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID3116,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-4116 菜品 味道好 服务 下次 还会 过来 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-3173,用餐 总体 不错 觉得 比较 认可 地方 口味 环境 性价比 服务 团购 接待 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2173,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-3173 用餐 总体 不错 觉得 比较 认可 地方 口味 环境 性价比 服务 团购 接待 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-3243,淡淡的 香味 更 喜欢 原味 杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2020,ID2243,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-3243 淡淡的 香味 更 喜欢 原味 杰伦 同款 奶茶 选,特色餐饮
餐饮评论-3752,就餐 整体 感觉 很赞 比较满意 方面 性价比 高 服务 细致 环境 优雅 口味 赞元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2752,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-3752 就餐 整体 感觉 很赞 比较满意 方面 性价比 高 服务 细致 环境 优雅 口味 赞元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4744,套餐 炸酱面 口味 偏甜口 炸酱面 份 提供 免费,Hello炸鸡（方兴店）,2021,ID3744,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-4744 套餐 炸酱面 口味 偏甜口 炸酱面 份 提供 免费,特色餐饮
餐饮评论-7599,环境 不错 东西 好吃 下次 继续 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID6599,0.058823529411764705,200,600.1176470588235,0.00024272614258713074,餐饮评论-7599 环境 不错 东西 好吃 下次 继续 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-2599,就餐 整体 感觉 很赞 比较满意 方面 配菜 合理 服务到位 菜品 丰富 口味 环境优美 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2020,ID1599,0.05714285714285714,200,600.1142857142858,0.00024272478304338533,餐饮评论-2599 就餐 整体 感觉 很赞 比较满意 方面 配菜 合理 服务到位 菜品 丰富 口味 环境优美 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5075,新鲜 羊 味道 非常 服务 超级 神仙 店 推荐 指数 五颗星 人现 烤羊肉 乌苏,草原郎烤羊,2021,ID4075,0.05714285714285714,200,600.1142857142858,0.00024272478304338533,餐饮评论-5075 新鲜 羊 味道 非常 服务 超级 神仙 店 推荐 指数 五颗星 人现 烤羊肉 乌苏,特色餐饮
餐饮评论-6896,环境 美丽 服务员 蜡笔小新 好评 菜品 挺 菌 汤 挺 好喝 同城 过来 打卡 椒 家 佳品 肥牛 份 包间 免费,椒王火锅（电白店）,2021,ID5896,0.05714285714285714,200,600.1142857142858,0.00024272478304338533,餐饮评论-6896 环境 美丽 服务员 蜡笔小新 好评 菜品 挺 菌 汤 挺 好喝 同城 过来 打卡 椒 家 佳品 肥牛 份 包间 免费,特色餐饮
餐饮评论-7188,四串 羊排 六串 羊肉 知道 算是 大串 羊肉 算是 小串 主要 孜然 粉烤 肉质 比较 新鲜 两个 份量 加碗 牛肉汤 吃 饱饱 四串 羊排 六串 羊肉 知道 算是 大串 羊肉 算是 小串 主要 孜然 粉烤 肉质 比较 新鲜 两个 份量 加碗 牛肉汤 吃 饱饱 滋补 羊骨 汤碗 提供 免费,草原郎烤羊,2021,ID6188,0.056818181818181816,200,600.1136363636364,0.0002427245204042527,餐饮评论-7188 四串 羊排 六串 羊肉 知道 算是 大串 羊肉 算是 小串 主要 孜然 粉烤 肉质 比较 新鲜 两个 份量 加碗 牛肉汤 吃 饱饱 四串 羊排 六串 羊肉 知道 算是 大串 羊肉 算是 小串 主要 孜然 粉烤 肉质 比较 新鲜 两个 份量 加碗 牛肉汤 吃 饱饱 滋补 羊骨 汤碗 提供 免费,特色餐饮
餐饮评论-7899,环境 服务 东西 好吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID6899,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-7899 环境 服务 东西 好吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-4687,炸鸡 好吃 惊艳 奶茶 不错 杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2021,ID3687,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-4687 炸鸡 好吃 惊艳 奶茶 不错 杰伦 同款 奶茶 选,特色餐饮
餐饮评论-3787,不错 下次 选择 服务员 态度 不错 带 娃 吃 好慢 态度 不错 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID2787,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-3787 不错 下次 选择 服务员 态度 不错 带 娃 吃 好慢 态度 不错 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-4594,超级 好吃 每次 基本 会点 麻婆豆腐 超值 滑饭 饮品 套餐 建议 单人 使用,友情有意音乐餐厅,2021,ID3594,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-4594 超级 好吃 每次 基本 会点 麻婆豆腐 超值 滑饭 饮品 套餐 建议 单人 使用,特色餐饮
餐饮评论-5402,特意 尝尝 味道 羊肉 新鲜 口感 不错 现 烤羊肉 套餐 建议 使用,草原郎烤羊,2021,ID4402,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-5402 特意 尝尝 味道 羊肉 新鲜 口感 不错 现 烤羊肉 套餐 建议 使用,特色餐饮
餐饮评论-4460,服务 味道 很棒 元 代金券 张可 叠加 张,椒王火锅（电白店）,2021,ID3460,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-4460 服务 味道 很棒 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-3748,店主 好好 炸鸡 好吃 多次 味道 一如既往 算是 茂名 不错 炸鸡 店 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2021,ID2748,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-3748 店主 好好 炸鸡 好吃 多次 味道 一如既往 算是 茂名 不错 炸鸡 店 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-4156,性价比 高 以后 改善 一下 口感 香菇 滑鸡 炖汤 饭 建议 单人 使用,友情有意音乐餐厅,2021,ID3156,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-4156 性价比 高 以后 改善 一下 口感 香菇 滑鸡 炖汤 饭 建议 单人 使用,特色餐饮
餐饮评论-5320,服务 环境 菜品 不错 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID4320,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-5320 服务 环境 菜品 不错 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-5422,真的 好吃 点外 卖点 多次 来店 吃 几次 希望 店家 一如既往 保持 水准 赞 一个 现 烤羊肉 乌苏 套餐 建议 使用,草原郎烤羊,2021,ID4422,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-5422 真的 好吃 点外 卖点 多次 来店 吃 几次 希望 店家 一如既往 保持 水准 赞 一个 现 烤羊肉 乌苏 套餐 建议 使用,特色餐饮
餐饮评论-6658,味道 不怎么样 以后 不想 吃 温馨 烤鱼 宵夜 套餐 建议 使用,友情有意音乐餐厅,2021,ID5658,0.05555555555555555,200,600.1111111111111,0.00024272349902984796,餐饮评论-6658 味道 不怎么样 以后 不想 吃 温馨 烤鱼 宵夜 套餐 建议 使用,特色餐饮
餐饮评论-4700,非常 好吃 满意 下次 还会 送 一束 玫瑰花 传情 达意 依靠 送 一只 桃花 时来运转 全靠 送 一扎 白合花 百年 指望 送 一碗 豆腐花 吃 完 之后 笑哈哈 三八节 快乐 公司 领导 想 头脑好 人缘 一定 耳朵 白里透红 耳轮 分明 外圈 里 圈 匀称 像是 一件 雕刻 艺术品 机会 一定 请教 讲 一句 话 终身 受用无穷 印象 当中 一个 富有 活力 极富 魅力 特别 着想 这是 非常 难得 提个 问题 以前 是不是 学过 社会心理学 发现 您好 想 能够 看透 心思 明白 心里 做 逃不过 眼睛 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3700,0.054455445544554455,200,600.1089108910891,0.00024272260911947557,餐饮评论-4700 非常 好吃 满意 下次 还会 送 一束 玫瑰花 传情 达意 依靠 送 一只 桃花 时来运转 全靠 送 一扎 白合花 百年 指望 送 一碗 豆腐花 吃 完 之后 笑哈哈 三八节 快乐 公司 领导 想 头脑好 人缘 一定 耳朵 白里透红 耳轮 分明 外圈 里 圈 匀称 像是 一件 雕刻 艺术品 机会 一定 请教 讲 一句 话 终身 受用无穷 印象 当中 一个 富有 活力 极富 魅力 特别 着想 这是 非常 难得 提个 问题 以前 是不是 学过 社会心理学 发现 您好 想 能够 看透 心思 明白 心里 做 逃不过 眼睛 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-4038,满意 一次 就餐 体验 整体 评价 觉得 口味 服务 环境 团购 接待 性价比 好吃 还会来 元 代金券 张可 叠加 张,椒王火锅（电白店）,2021,ID3038,0.05405405405405406,200,600.1081081081081,0.00024272228442244782,餐饮评论-4038 满意 一次 就餐 体验 整体 评价 觉得 口味 服务 环境 团购 接待 性价比 好吃 还会来 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5818,好吃 好吃 一日 好吃 价格 实惠 分量 足 服务态度 代金券 非常 不错 门店 位置 好找 肥牛 大刀 腰片 虾 滑 高 钙 大骨 鸳鸯锅 红糖 糍粑 毛肚 酥 肉 味道 老样子 环境 卫生 非常 不错 回头客 越做越 好元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID4818,0.05405405405405406,200,600.1081081081081,0.00024272228442244782,餐饮评论-5818 好吃 好吃 一日 好吃 价格 实惠 分量 足 服务态度 代金券 非常 不错 门店 位置 好找 肥牛 大刀 腰片 虾 滑 高 钙 大骨 鸳鸯锅 红糖 糍粑 毛肚 酥 肉 味道 老样子 环境 卫生 非常 不错 回头客 越做越 好元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5995,农村 仔出 城 知道 摸 吃 特色 美团 看到 这家 果 品尝 味道 不错 看得见 门口 现切 现 烤羊肉 套餐 建议 使用,草原郎烤羊,2021,ID4995,0.05405405405405406,200,600.1081081081081,0.00024272228442244782,餐饮评论-5995 农村 仔出 城 知道 摸 吃 特色 美团 看到 这家 果 品尝 味道 不错 看得见 门口 现切 现 烤羊肉 套餐 建议 使用,特色餐饮
餐饮评论-3718,菜品 种类 特别 觉得 挺不错 喜欢 吃 小吃 挺 炒饭 味道 很淡 喜欢 自助餐 其实 吃 很多 偶尔 老公 一起 去过 一下 二人 世界 挺 总体 不错 下次 机会 过来 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID2718,0.05405405405405406,200,600.1081081081081,0.00024272228442244782,餐饮评论-3718 菜品 种类 特别 觉得 挺不错 喜欢 吃 小吃 挺 炒饭 味道 很淡 喜欢 自助餐 其实 吃 很多 偶尔 老公 一起 去过 一下 二人 世界 挺 总体 不错 下次 机会 过来 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3142,老板娘 服务态度 奶茶 便宜 原味 奶茶 味道 阿萨姆 味道 几乎 一模一样 抹 茶 那种 手冲 抹 茶粉 感觉 喝 几口 没 喝完 便宜 拍照 看看 看到 评论 很多 说 炸鸡 好吃 下次 机会 试试 哈哈哈 两星 主要 老板娘 店铺 虽小 装修 不错 杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2020,ID2142,0.053763440860215055,200,600.1075268817204,0.00024272204933714454,餐饮评论-3142 老板娘 服务态度 奶茶 便宜 原味 奶茶 味道 阿萨姆 味道 几乎 一模一样 抹 茶 那种 手冲 抹 茶粉 感觉 喝 几口 没 喝完 便宜 拍照 看看 看到 评论 很多 说 炸鸡 好吃 下次 机会 试试 哈哈哈 两星 主要 老板娘 店铺 虽小 装修 不错 杰伦 同款 奶茶 选,特色餐饮
餐饮评论-6495,套餐 超值 人餐 不够 吃 食量 最好 点四人 套餐 里面 免费 西瓜 西瓜汁 凉粉 腌制 白萝卜 非常 赞 口味 比贤 庄 好吃 服务 比较满意 超值 人餐 包间 免费,椒王火锅（电白店）,2021,ID5495,0.05357142857142857,200,600.1071428571429,0.00024272189401292632,餐饮评论-6495 套餐 超值 人餐 不够 吃 食量 最好 点四人 套餐 里面 免费 西瓜 西瓜汁 凉粉 腌制 白萝卜 非常 赞 口味 比贤 庄 好吃 服务 比较满意 超值 人餐 包间 免费,特色餐饮
餐饮评论-4231,环境 不错 周末 比较 少 服务 比较 周到 自助 菜式 不算 很多 吃得饱 朋友 偶尔 小聚 吃 一次 不错 平时 想不到 吃 试试 吃 自助餐 算 经济 划算 兴趣 朋友 试一试 贵族 牛排 高级 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3231,0.05333333333333334,200,600.1066666666667,0.00024272170141089572,餐饮评论-4231 环境 不错 周末 比较 少 服务 比较 周到 自助 菜式 不算 很多 吃得饱 朋友 偶尔 小聚 吃 一次 不错 平时 想不到 吃 试试 吃 自助餐 算 经济 划算 兴趣 朋友 试一试 贵族 牛排 高级 套餐 建议 单人 使用,特色餐饮
餐饮评论-4773,套餐 人现 烤羊肉 套餐 羊排 羊肉串 口味 超级 好吃 味道 很正 老板 服务态度 秒杀 更加 实惠 性价比 高 服务态度 送 饮料 环境 口味 正 肉质 新鲜 下次 会 朋友 起来 吃 真的 太 好吃 人现 烤羊肉 套餐,草原郎烤羊,2021,ID3773,0.05333333333333334,200,600.1066666666667,0.00024272170141089572,餐饮评论-4773 套餐 人现 烤羊肉 套餐 羊排 羊肉串 口味 超级 好吃 味道 很正 老板 服务态度 秒杀 更加 实惠 性价比 高 服务态度 送 饮料 环境 口味 正 肉质 新鲜 下次 会 朋友 起来 吃 真的 太 好吃 人现 烤羊肉 套餐,特色餐饮
餐饮评论-3836,酥 肉 酥脆 肉质 嫩 挺好吃 丸子 超爱肉 好吃 蔬菜 挺 新鲜 肥牛 嫩 滑 不腻 锅底 不错 超爱大骨 锅 煮 蔬菜 豆腐 好吃 汤汁 很鲜 甜菜 品都 挺 口味 不错 环境 挺 服务 态度 挺 空间 大小 行 卫生 不错 干净 整洁 性价比 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2836,0.05319148936170213,200,600.1063829787234,0.00024272158666926048,餐饮评论-3836 酥 肉 酥脆 肉质 嫩 挺好吃 丸子 超爱肉 好吃 蔬菜 挺 新鲜 肥牛 嫩 滑 不腻 锅底 不错 超爱大骨 锅 煮 蔬菜 豆腐 好吃 汤汁 很鲜 甜菜 品都 挺 口味 不错 环境 挺 服务 态度 挺 空间 大小 行 卫生 不错 干净 整洁 性价比 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-5002,味道 不错 用餐 环境 宽敞 老板 热情 招呼 下次 还来 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4002,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-5002 味道 不错 用餐 环境 宽敞 老板 热情 招呼 下次 还来 人现 烤羊肉 套餐,特色餐饮
餐饮评论-4326,好吃 菜量 饮料 超值 滑饭 饮品 套餐 建议 单人 使用,友情有意音乐餐厅,2021,ID3326,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-4326 好吃 菜量 饮料 超值 滑饭 饮品 套餐 建议 单人 使用,特色餐饮
餐饮评论-4170,环境 服务 味道好 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID3170,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-4170 环境 服务 味道好 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-6274,出品 不错 佩奇 服务 好椒家 佳品 肥牛 份 包间 免费,椒王火锅（电白店）,2021,ID5274,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6274 出品 不错 佩奇 服务 好椒家 佳品 肥牛 份 包间 免费,特色餐饮
餐饮评论-6950,老板 性格 超好 告诉 我美团 更 优惠 杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2021,ID5950,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6950 老板 性格 超好 告诉 我美团 更 优惠 杰伦 同款 奶茶 选,特色餐饮
餐饮评论-6690,不错 不错 好吃 元 代金券 张可 叠加,友情有意音乐餐厅,2021,ID5690,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6690 不错 不错 好吃 元 代金券 张可 叠加,特色餐饮
餐饮评论-6416,棒 两个 吃 饱饱 服务 超级 赞 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5416,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6416 棒 两个 吃 饱饱 服务 超级 赞 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7910,就餐 环境 食物 种类 很多 基本 包含 类型 菜 炒菜 牛排 饮料 小吃 精品 中餐 双人 餐可 免费 使用 包间,友情有意音乐餐厅,2021,ID6910,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-7910 就餐 环境 食物 种类 很多 基本 包含 类型 菜 炒菜 牛排 饮料 小吃 精品 中餐 双人 餐可 免费 使用 包间,特色餐饮
餐饮评论-5925,肉 实在 份量 味道 不错 现 烤羊肉 套餐 建议 使用,草原郎烤羊,2021,ID4925,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-5925 肉 实在 份量 味道 不错 现 烤羊肉 套餐 建议 使用,特色餐饮
餐饮评论-6573,餐厅 环境 吃饭 气氛 不错 味道 超赞 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5573,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6573 餐厅 环境 吃饭 气氛 不错 味道 超赞 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-2830,姐妹 蜂蜜 芥末 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID1830,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-2830 姐妹 蜂蜜 芥末 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-6034,味道 环境 不错 服务 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5034,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6034 味道 环境 不错 服务 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-4962,难吃 服务 差 建议 不要 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3962,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-4962 难吃 服务 差 建议 不要 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-6445,就餐 整体 感觉 很赞 比较满意 方面 服务 招牌 四人餐 包间 免费,椒王火锅（电白店）,2021,ID5445,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6445 就餐 整体 感觉 很赞 比较满意 方面 服务 招牌 四人餐 包间 免费,特色餐饮
餐饮评论-6316,不错 环境 味道好 小孩子 吃得开 心 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5316,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6316 不错 环境 味道好 小孩子 吃得开 心 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-2861,超超 超级 会 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID1861,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-2861 超超 超级 会 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-4833,套餐 人现 烤羊肉 乌苏 口味 加 多点 辣椒 辣到 特别 舒服 羊肉 烤 嫩 香 平时 基本上 不吃 羊肉 这家 店 羊肉 味道 真的 好吃 赞赞赞 老板 送 饮料 字 不够 几个 字 一定 过来 尝试 一下 人现 烤羊肉 乌苏,草原郎烤羊,2021,ID3833,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-4833 套餐 人现 烤羊肉 乌苏 口味 加 多点 辣椒 辣到 特别 舒服 羊肉 烤 嫩 香 平时 基本上 不吃 羊肉 这家 店 羊肉 味道 真的 好吃 赞赞赞 老板 送 饮料 字 不够 几个 字 一定 过来 尝试 一下 人现 烤羊肉 乌苏,特色餐饮
餐饮评论-2795,快要 开学 担心 回 学校 吃 不到 赶紧 多订 几次 吃 吃 套餐 韩式 炸鸡 选韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID1795,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-2795 快要 开学 担心 回 学校 吃 不到 赶紧 多订 几次 吃 吃 套餐 韩式 炸鸡 选韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-5678,好吃 环境 不错 服务态度 不错 香菇 滑鸡 炖汤 饭 建议 单人 使用,友情有意音乐餐厅,2021,ID4678,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-5678 好吃 环境 不错 服务态度 不错 香菇 滑鸡 炖汤 饭 建议 单人 使用,特色餐饮
餐饮评论-5017,套餐 人现 烤羊肉 套餐 口味 一级 棒 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4017,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-5017 套餐 人现 烤羊肉 套餐 口味 一级 棒 人现 烤羊肉 套餐,特色餐饮
餐饮评论-6661,烤羊肉 好吃 肥而 不腻 下次 还来现 烤羊肉 套餐 建议 使用,草原郎烤羊,2021,ID5661,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-6661 烤羊肉 好吃 肥而 不腻 下次 还来现 烤羊肉 套餐 建议 使用,特色餐饮
餐饮评论-5541,儿子 喜欢 牛肉 炒饭 盐 酥 鸡 软骨 元 代金券 张可 叠加,法兰度航空主题餐厅（东汇城店）,2021,ID4541,0.05263157894736842,200,600.1052631578947,0.00024272113374175288,餐饮评论-5541 儿子 喜欢 牛肉 炒饭 盐 酥 鸡 软骨 元 代金券 张可 叠加,特色餐饮
餐饮评论-6019,万达 开业 一直 后面 一直 吃 这家 老 重庆火锅 味道 确实 不错 卫生 方面 比较 经常 团队 小伙伴 搞 团建 吃火锅 服务 比较 不错 性价比 优惠卷 优惠 点 更好 环境 比较 不错 口味 期待 更 好吃 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID5019,0.05194805194805195,200,600.1038961038961,0.00024272058081726313,餐饮评论-6019 万达 开业 一直 后面 一直 吃 这家 老 重庆火锅 味道 确实 不错 卫生 方面 比较 经常 团队 小伙伴 搞 团建 吃火锅 服务 比较 不错 性价比 优惠卷 优惠 点 更好 环境 比较 不错 口味 期待 更 好吃 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-4151,不错 不错 真不错 老板 牛排 不错 很嫩 烤肠 超级 香 布丁 好吃 老火 汤 很合 口味 整整 喝 两碗 吃 太饱 抹 茶 奶茶 热 蛮 好喝 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3151,0.05172413793103448,200,600.1034482758621,0.00024272039968682686,餐饮评论-4151 不错 不错 真不错 老板 牛排 不错 很嫩 烤肠 超级 香 布丁 好吃 老火 汤 很合 口味 整整 喝 两碗 吃 太饱 抹 茶 奶茶 热 蛮 好喝 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3611,超级 好吃 已经 吃 几次 爱 蒜 香 奶酪 老板娘 超级 忙 回 电话 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2021,ID2611,0.05,200,600.1,0.00024271900498246734,餐饮评论-3611 超级 好吃 已经 吃 几次 爱 蒜 香 奶酪 老板娘 超级 忙 回 电话 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-5489,烧鸡 不错 儿童 套餐 小朋友 喜欢 元 代金券 张可 叠加,法兰度航空主题餐厅（东汇城店）,2021,ID4489,0.05,200,600.1,0.00024271900498246734,餐饮评论-5489 烧鸡 不错 儿童 套餐 小朋友 喜欢 元 代金券 张可 叠加,特色餐饮
餐饮评论-5715,味道 行 价格 贵 比较 推荐 十七 门 火锅 双人 套餐 份,十七门重庆老火锅（电白万达店）,2021,ID4715,0.05,200,600.1,0.00024271900498246734,餐饮评论-5715 味道 行 价格 贵 比较 推荐 十七 门 火锅 双人 套餐 份,特色餐饮
餐饮评论-5029,环境 服务 物超所值 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID4029,0.05,200,600.1,0.00024271900498246734,餐饮评论-5029 环境 服务 物超所值 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7295,只能 说 还行 火锅 辣 热 点 超值 人餐 包间 免费,椒王火锅（电白店）,2021,ID6295,0.05,200,600.1,0.00024271900498246734,餐饮评论-7295 只能 说 还行 火锅 辣 热 点 超值 人餐 包间 免费,特色餐饮
餐饮评论-4898,太 好吃 量 足 本来 想 拍 吃 停不下来 反应 过来 已经 样子 羊肉 现宰 现串 非常 新鲜 人现 烤羊肉 套餐,草原郎烤羊,2021,ID3898,0.05,200,600.1,0.00024271900498246734,餐饮评论-4898 太 好吃 量 足 本来 想 拍 吃 停不下来 反应 过来 已经 样子 羊肉 现宰 现串 非常 新鲜 人现 烤羊肉 套餐,特色餐饮
